ep_len_mean,clipfrac,fps,time_elapsed,approxkl,policy_loss,total_timesteps,serial_timesteps,explained_variance,policy_entropy,true_reward,n_updates,ep_reward_mean,value_loss
248.95,0.019552,96858,107.57719397544861,0.0027569383,-0.0040731756,4350000,43500,0.873999759554863,5.010091,0.09127854,174,22.801384704055963,0.021124095
248.07,0.019672,107696,108.19245910644531,0.0027572964,-0.0043099294,4375000,43750,0.9034802615642548,5.0055475,0.0908195,175,22.75274779659492,0.033746857
250.0,0.027844,104395,108.76086020469666,0.0034028913,-0.003742294,4400000,44000,0.8209225535392761,5.004484,0.09205641,176,23.014102609652326,0.004394018
250.0,0.021327998,105106,109.34766602516174,0.0028866478,-0.003974572,4425000,44250,0.9342102408409119,4.9989357,0.09098544,177,22.746358724123567,0.01370548
250.0,0.057079993,101316,109.92776226997375,0.0051469347,-0.0040793726,4450000,44500,0.9262690767645836,4.9944625,0.091082156,178,22.770538127726468,0.011819018
249.43,0.027684,100941,110.51898074150085,0.0034076031,-0.004202838,4475000,44750,0.8983318880200386,4.9959083,0.092311874,179,23.057788595177698,0.0099812625
249.37,0.020335998,100832,111.11149024963379,0.00254845,-0.003479471,4500000,45000,0.9115244150161743,4.997319,0.092369564,180,23.070250956616363,0.008882884
250.0,0.012576001,107797,111.70503568649292,0.002272977,-0.0031973715,4525000,45250,0.812817394733429,4.993118,0.09265121,181,23.162802176437108,0.004497265
250.0,0.016784,100199,112.28993964195251,0.0025684116,-0.0031662248,4550000,45500,0.87565828114748,4.984972,0.09190722,182,22.97680632812553,0.005870667
249.51,0.016911998,101544,112.87615013122559,0.0024068444,-0.0038992907,4575000,45750,0.8942171633243561,4.9721155,0.09179882,183,22.939674388397542,0.014903136
250.0,0.038104,100902,113.47033190727234,0.004022061,-0.004498156,4600000,46000,0.8510529398918152,4.9571705,0.09206351,184,23.015877044962252,0.006325974
249.52,0.02554,98182,114.05649852752686,0.0033006766,-0.003861988,4625000,46250,0.8976226672530174,4.940494,0.09197669,185,22.9844416693988,0.010609569
249.58,0.024891999,99852,114.6558141708374,0.00335388,-0.0034803592,4650000,46500,0.8741560727357864,4.927274,0.09274478,186,23.170139242568986,0.0093721915
250.0,0.038828,104243,115.24907445907593,0.004054817,-0.004246527,4675000,46750,0.9060593023896217,4.916096,0.09229961,187,23.074900758231816,0.006331691
250.0,0.026320001,104129,115.82061862945557,0.0033583958,-0.0036491617,4700000,47000,0.8734267950057983,4.902905,0.092156775,188,23.039194460656308,0.0077313036
250.0,0.023252001,104251,116.39947152137756,0.0031124444,-0.003039039,4725000,47250,0.8383956551551819,4.891148,0.0918581,189,22.964522954931308,0.0061488682
248.47,0.023304,93633,116.98709964752197,0.0028483623,-0.003758824,4750000,47500,0.8508420586585999,4.877681,0.09195643,190,22.957818501171058,0.018379604
250.0,0.021504002,99514,117.60200309753418,0.0028268285,-0.0034219995,4775000,47750,0.8801051899790764,4.8710256,0.092775926,191,23.19398035708262,0.0056450656
248.52,0.037464,99595,118.20088958740234,0.003860522,-0.0044631152,4800000,48000,0.9259810671210289,4.8626766,0.09196334,192,23.00258664118708,0.019037733
249.4,0.033696,103915,118.78864645957947,0.0037698485,-0.004006362,4825000,48250,0.8774015307426453,4.8549547,0.092936926,193,23.21639303188218,0.010045168
250.0,0.019687999,104753,119.36449384689331,0.0028057257,-0.0036258674,4850000,48500,0.8770676851272583,4.8465395,0.09262725,194,23.156810396232178,0.00480948
250.0,0.030704001,102608,119.9525158405304,0.0035000606,-0.0042105196,4875000,48750,0.8898306488990784,4.8333,0.09294023,195,23.235060123149307,0.00461642
250.0,0.014075999,98671,120.54326939582825,0.0019513897,-0.0036160618,4900000,49000,0.9161384925246239,4.8213954,0.09278608,196,23.196521462265228,0.0056838742
248.58,0.023867998,103975,121.12366080284119,0.0029824476,-0.004339981,4925000,49250,0.9034122079610825,4.812087,0.09202049,197,22.973955755220377,0.02008866
249.49,0.022895997,101817,121.70404148101807,0.0029219114,-0.0040412154,4950000,49500,0.8793303519487381,4.8105164,0.09303192,198,23.234920528411166,0.01063952
250.0,0.032468,103775,122.29730987548828,0.0035868133,-0.0034024115,4975000,49750,0.8531723022460938,4.808472,0.093187965,199,23.29699253134104,0.0039942963
250.0,0.038968,101055,122.89074897766113,0.0041098353,-0.003357341,5000000,50000,0.8974388018250465,4.7999735,0.09270738,200,23.176845087680267,0.005788958
249.43,0.027724002,105245,123.48637127876282,0.00348564,-0.003989878,5025000,50250,0.9018964171409607,4.7913384,0.09273375,201,23.1597462822371,0.010221362
249.36,0.022456001,96752,124.07277250289917,0.0029963348,-0.0032440152,5050000,50500,0.8849021792411804,4.7836404,0.09266013,202,23.137898396466625,0.010990851
250.0,0.02488,99590,124.67239785194397,0.003152923,-0.003943173,5075000,50750,0.9160375744104385,4.776355,0.09255094,203,23.137733664145927,0.0061437334
249.53,0.033724003,100993,125.26677513122559,0.003687973,-0.0042608874,5100000,51000,0.8833073899149895,4.767986,0.09312717,204,23.266004520933148,0.009778964
250.0,0.020808,104218,125.84741950035095,0.0027388972,-0.0039392198,5125000,51250,0.8961822912096977,4.757476,0.092981115,205,23.24527948998897,0.005993926
250.0,0.031696,111924,126.43487906455994,0.003404982,-0.0039397646,5150000,51500,0.8483366370201111,4.746358,0.09305541,206,23.263854657055344,0.0051267836
250.0,0.030187998,100579,126.99615168571472,0.003518381,-0.004040897,5175000,51750,0.8834249302744865,4.7373896,0.09257719,207,23.144297277746954,0.0068417527
250.0,0.032512,104792,127.58656096458435,0.0037138513,-0.003546121,5200000,52000,0.8978191986680031,4.7331896,0.093041465,208,23.26036674962612,0.0035238843
249.37,0.023908,100628,128.16688060760498,0.0032379106,-0.004191392,5225000,52250,0.8884493261575699,4.7282677,0.09213602,209,23.008024068666273,0.012222612
250.0,0.043027997,104730,128.76665139198303,0.0041938033,-0.003656915,5250000,52500,0.8616786152124405,4.7228193,0.09290931,210,23.227327157253168,0.0034139287
249.35,0.025,105931,129.34618592262268,0.0033962098,-0.0036587096,5275000,52750,0.8881184011697769,4.713605,0.09312355,211,23.260577687199692,0.008061286
250.0,0.026096001,95544,129.92408061027527,0.0031274862,-0.00409391,5300000,53000,0.9019307941198349,4.706679,0.09258703,212,23.146756726886668,0.0034050352
250.0,0.017948,99276,130.54158902168274,0.0025646535,-0.0035244704,5325000,53250,0.8783988058567047,4.7010603,0.09312474,213,23.28118424365297,0.004261953
250.0,0.031956,98433,131.14071822166443,0.0035434093,-0.0038392874,5350000,53500,0.8683104366064072,4.6944585,0.093031935,214,23.257983561328146,0.004489572
250.0,0.025472004,98771,131.74341821670532,0.0031865295,-0.0033679474,5375000,53750,0.849851131439209,4.686675,0.0937629,215,23.44072438612022,0.0025359516
250.0,0.0148,103924,132.33595490455627,0.002312462,-0.004843672,5400000,54000,0.8943833559751511,4.6769915,0.09331037,216,23.327592618326307,0.0051053055
250.0,0.018868001,103732,132.9171495437622,0.002537133,-0.004262669,5425000,54250,0.9085829257965088,4.6692696,0.0925646,217,23.141151370145963,0.0059747174
250.0,0.037256,96212,133.5005340576172,0.00398413,-0.0036218092,5450000,54500,0.8707025498151779,4.663505,0.093712285,218,23.428072176958885,0.0031380206
250.0,0.020356,95057,134.11390137672424,0.0028074102,-0.0033032917,5475000,54750,0.8931146860122681,4.656396,0.0934991,219,23.37477619382844,0.0034115694
250.0,0.038755998,101531,134.7234947681427,0.004060434,-0.0042989287,5500000,55000,0.8922100812196732,4.643051,0.09366384,220,23.4159579451225,0.002662366
250.0,0.023576,99764,135.3126404285431,0.0031093373,-0.003955384,5525000,55250,0.9116173833608627,4.6277943,0.093480915,221,23.370227900370082,0.0046892045
250.0,0.016572,99691,135.91308450698853,0.0026923835,-0.0032826352,5550000,55500,0.8866288438439369,4.61671,0.09396875,222,23.492188094189913,0.0032837144
249.11,0.031848002,99734,136.51479029655457,0.0035961326,-0.004611216,5575000,55750,0.8977470397949219,4.6096287,0.09363148,223,23.3743450664571,0.008254265
250.0,0.0418,102509,137.10035395622253,0.004261054,-0.003961623,5600000,56000,0.9074250981211662,4.605771,0.09375576,224,23.438940471972163,0.005374496
250.0,0.041787997,102972,137.67912411689758,0.00424799,-0.003654521,5625000,56250,0.9062648117542267,4.600066,0.09307899,225,23.26974799484735,0.004270382
250.0,0.030615997,105663,138.26810216903687,0.0034782134,-0.00386764,5650000,56500,0.8811238929629326,4.590691,0.093974255,226,23.49356235529456,0.0032840215
249.44,0.020367999,101768,138.84836506843567,0.0026986168,-0.0037413377,5675000,56750,0.9119857028126717,4.5820746,0.093746595,227,23.419357188863213,0.007217524
250.0,0.024528,105514,139.4372787475586,0.0031046544,-0.0038968094,5700000,57000,0.879897452890873,4.575577,0.0936992,228,23.424801250034307,0.002735456
250.0,0.038616,101656,140.02001667022705,0.0041653477,-0.0035664595,5725000,57250,0.8256790637969971,4.5670767,0.09376129,229,23.440322045779613,0.0028685573
249.24,0.020443998,101235,140.6031563282013,0.0027377775,-0.0041309064,5750000,57500,0.8958909437060356,4.552911,0.09349069,230,23.34180898637802,0.00865118
250.0,0.024208,99888,141.18646359443665,0.0029642372,-0.0036536548,5775000,57750,0.8967818394303322,4.54206,0.093820065,231,23.45501720229775,0.0027667093
250.0,0.017223999,98905,141.78465461730957,0.002611484,-0.0038961074,5800000,58000,0.8940502777695656,4.535578,0.09347392,232,23.368481292387585,0.0032089557
250.0,0.042552,102312,142.38056087493896,0.0040003303,-0.0037998967,5825000,58250,0.8743525445461273,4.5329714,0.0941819,233,23.54547773001832,0.002475395
250.0,0.030752,98445,142.96623468399048,0.0034762316,-0.0034784502,5850000,58500,0.8932270482182503,4.5278687,0.09313453,234,23.28363279387646,0.0066606933
250.0,0.037304,100886,143.56468629837036,0.004149946,-0.003661116,5875000,58750,0.8798783421516418,4.5224624,0.0939102,235,23.477553563967376,0.0024271787
249.48,0.030292,101016,144.16690468788147,0.0037611923,-0.004071911,5900000,59000,0.9037215560674667,4.5163417,0.09267572,236,23.14697932578216,0.0133731095
250.0,0.052988004,102185,144.75846123695374,0.0045256754,-0.0023550955,5925000,59250,0.8869292363524437,4.512084,0.0935996,237,23.399898853547057,0.0030563097
250.0,0.051128,107862,145.33742094039917,0.0047899503,-0.003255867,5950000,59500,0.8643921762704849,4.5060253,0.09326624,238,23.316558891385647,0.0038605642
250.0,0.016476002,96726,145.91292119026184,0.0025972934,-0.0035895803,5975000,59750,0.9246013388037682,4.498915,0.09328764,239,23.32190685801295,0.006885762
250.0,0.020812001,99767,146.51869773864746,0.0029798117,-0.004481904,6000000,60000,0.8977444022893906,4.4948,0.093436584,240,23.359146729272325,0.0030825823
250.0,0.028611999,97905,147.10101652145386,0.003410669,-0.0039168657,6025000,60250,0.9014076367020607,4.491658,0.09346101,241,23.365251339963578,0.0043195756
250.0,0.026007999,97561,147.69769668579102,0.0031205532,-0.003752298,6050000,60500,0.8550218045711517,4.489054,0.0937152,242,23.428797001203055,0.0039573954
249.45,0.01898,100232,148.29904174804688,0.0027237365,-0.0036382247,6075000,60750,0.8860098347067833,4.4823933,0.093483806,243,23.35573962009279,0.009472149
250.0,0.029024001,98488,148.8851020336151,0.0033000181,-0.0040404564,6100000,61000,0.8774132132530212,4.475312,0.09317724,244,23.294311231875618,0.0044020833
250.0,0.016768,99116,149.48696494102478,0.0026060669,-0.003361297,6125000,61250,0.8884807303547859,4.466935,0.09364572,245,23.411431707754673,0.0028587438
250.0,0.035424,95399,150.08345103263855,0.003902567,-0.0040288023,6150000,61500,0.8669273406267166,4.4579797,0.09412004,246,23.530010884127115,0.0020313119
249.48,0.020024,101696,150.68584823608398,0.0027533814,-0.004298445,6175000,61750,0.9013305380940437,4.450428,0.09345648,247,23.34405885895423,0.0069298493
250.0,0.037396003,100958,151.2800121307373,0.0039037995,-0.004013663,6200000,62000,0.8885912075638771,4.4409275,0.09377982,248,23.444954848486233,0.002262473
250.0,0.019832,98785,151.87599778175354,0.00273684,-0.0030905297,6225000,62250,0.9038696736097336,4.4338183,0.09369366,249,23.42341440956341,0.0021019406
250.0,0.018056,108137,152.4686999320984,0.002759389,-0.0034936487,6250000,62500,0.8856808990240097,4.4296227,0.09402673,250,23.506681257800903,0.0020186508
250.0,0.030256,104169,153.0331404209137,0.0034409345,-0.0039911754,6275000,62750,0.8931640014052391,4.4231844,0.09359355,251,23.39838777132012,0.0022891867
250.0,0.028644001,99010,153.61253261566162,0.0033542574,-0.003562104,6300000,63000,0.8855455815792084,4.418393,0.09400831,252,23.502076098319375,0.002524233
250.0,0.031324,101670,154.1951026916504,0.0036226953,-0.0043977797,6325000,63250,0.9251505210995674,4.4135156,0.093971014,253,23.492754863954907,0.0043886136
248.17,0.023128001,108308,154.78564643859863,0.003085186,-0.004665679,6350000,63500,0.9042591229081154,4.4083834,0.09336965,254,23.33151566227083,0.019957472
250.0,0.023436,105393,155.36087560653687,0.0029605862,-0.0038453736,6375000,63750,0.887714721262455,4.403712,0.094481,255,23.620248357173114,0.0021031564
250.0,0.0259,102432,155.94023323059082,0.003089917,-0.0040311404,6400000,64000,0.8911094218492508,4.398908,0.093808986,256,23.452245653232094,0.0030325868
248.87,0.029584,103802,156.5187065601349,0.0031063915,-0.004165465,6425000,64250,0.8842921480536461,4.395509,0.0928438,257,23.23798774123645,0.020975826
250.0,0.058472,103174,157.09270787239075,0.005022387,-0.0037092573,6450000,64500,0.895951546728611,4.3951645,0.09394854,258,23.487139416884457,0.0028459155
249.37,0.018728001,104896,157.6852695941925,0.0027995657,-0.0036390095,6475000,64750,0.906665988266468,4.389334,0.09404877,259,23.492242913899826,0.0073358444
250.0,0.026347999,98219,158.2645399570465,0.0028562692,-0.0030851264,6500000,65000,0.9114775434136391,4.384557,0.093977354,260,23.49433689936326,0.0024398929
250.0,0.020568,99718,158.8617708683014,0.002711154,-0.004761807,6525000,65250,0.9192244485020638,4.3797274,0.093520045,261,23.380012421794234,0.0044434452
250.0,0.017008,104007,159.45358562469482,0.002434402,-0.003953204,6550000,65500,0.9114780426025391,4.37469,0.09389543,262,23.473859402501258,0.0024533994
249.42,0.054512,106072,160.031751871109,0.0051470185,-0.0037071449,6575000,65750,0.8945123851299286,4.3727155,0.09410376,263,23.53075872280424,0.011345196
249.55,0.029396001,105804,160.6049518585205,0.003645571,-0.0036864714,6600000,66000,0.8789045661687851,4.3704004,0.0939624,264,23.473574795114402,0.009442566
248.19,0.037048,98036,161.18429136276245,0.0043386864,-0.005045008,6625000,66250,0.9430444352328777,4.3642926,0.09296657,265,23.292018043308055,0.015754806
250.0,0.016688,102394,161.7899558544159,0.002573379,-0.0035250343,6650000,66500,0.904944658279419,4.3592863,0.094217665,266,23.55441627447515,0.0020855116
250.0,0.01702,96745,162.38076758384705,0.0025965623,-0.0036667443,6675000,66750,0.8894006162881851,4.34995,0.094455205,267,23.6138014635758,0.0019085646
250.0,0.016872,102953,162.98184490203857,0.0024430612,-0.0040237857,6700000,67000,0.9062879756093025,4.339757,0.09317473,268,23.293683019873498,0.0070303725
250.0,0.026471999,95405,163.5682532787323,0.0031468435,-0.004157737,6725000,67250,0.9183068796992302,4.3326654,0.09347343,269,23.368354528839117,0.0061367564
250.0,0.031168003,96910,164.1692316532135,0.0037238672,-0.0038995738,6750000,67500,0.9068290069699287,4.3241644,0.09427644,270,23.56910984431306,0.0021469663
250.0,0.040996004,96832,164.76885628700256,0.004292032,-0.00438831,6775000,67750,0.9083952456712723,4.3089323,0.094051994,271,23.512999727401183,0.0025582667
249.43,0.029604,101123,165.37022399902344,0.0034489338,-0.0036112715,6800000,68000,0.8920337408781052,4.2987556,0.09378565,272,23.419143271149586,0.006767232
250.0,0.02764,94895,165.9641296863556,0.0031387627,-0.0037469496,6825000,68250,0.9037168920040131,4.2919908,0.09388331,273,23.47082612000755,0.003029968
250.0,0.031976,104489,166.5693371295929,0.0033872328,-0.004435867,6850000,68500,0.9159780368208885,4.2846055,0.09382649,274,23.456620308869752,0.0032161686
250.0,0.044804,100716,167.15190649032593,0.0041703386,-0.0039741723,6875000,68750,0.9296161606907845,4.2783422,0.09411735,275,23.529340850385196,0.0018272807
250.0,0.040504,102330,167.7383484840393,0.0040264665,-0.0046844897,6900000,69000,0.9191256538033485,4.2714953,0.09413373,276,23.533432033976425,0.0031172088
250.0,0.029827997,102312,168.32316517829895,0.0035979575,-0.0035384367,6925000,69250,0.9155807495117188,4.2629004,0.0944334,277,23.60834860948351,0.0022375113
250.0,0.029948002,102153,168.90016269683838,0.003594983,-0.004208007,6950000,69500,0.8996727466583252,4.253705,0.09389733,278,23.474329834764358,0.003813016
249.37,0.050228,100925,169.4806306362152,0.0047042323,-0.004011036,6975000,69750,0.911831334233284,4.24742,0.09406516,279,23.51072620885243,0.008844156
249.42,0.0241,100901,170.06744933128357,0.0032704591,-0.003934529,7000000,70000,0.8980865180492401,4.244825,0.09364458,280,23.39322256975247,0.007520704
250.0,0.027983999,102568,170.6521327495575,0.0033377777,-0.0037479047,7025000,70250,0.9074680507183075,4.2415466,0.09434382,281,23.58595541644492,0.0019067284
250.0,0.029703999,101849,171.2371916770935,0.0035383143,-0.0041951933,7050000,70500,0.9285495802760124,4.231307,0.09408322,282,23.5208064546471,0.002645778
249.02,0.019956,104449,171.82155108451843,0.0028104256,-0.0037079728,7075000,70750,0.9027994200587273,4.22075,0.093778685,283,23.41340942180861,0.0094699925
250.0,0.029631998,105494,172.4098255634308,0.0033447437,-0.0040325047,7100000,71000,0.8897749483585358,4.213462,0.09365864,284,23.414658607775344,0.0048400136
249.56,0.029431999,105814,173.0026285648346,0.0034051337,-0.004261961,7125000,71250,0.9032054245471954,4.2082663,0.09356746,285,23.390506793246605,0.010965956
249.39,0.04908,102589,173.58966326713562,0.0047148927,-0.004620848,7150000,71500,0.8899742141366005,4.205082,0.09412075,286,23.50707770303008,0.008740137
250.0,0.033896003,103219,174.17251205444336,0.0038310452,-0.003609496,7175000,71750,0.8958704397082329,4.201926,0.09389976,287,23.474941190030876,0.0039343713
250.0,0.024364,100388,174.75378227233887,0.003041406,-0.0043809665,7200000,72000,0.9073554500937462,4.197344,0.09394363,288,23.485908388475654,0.0024210848
250.0,0.027983999,102402,175.34395122528076,0.003101468,-0.004205706,7225000,72250,0.9111197143793106,4.18877,0.09370163,289,23.425406896342174,0.0028436133
250.0,0.028595999,94916,175.93359398841858,0.0035661024,-0.003997889,7250000,72500,0.9018419831991196,4.179975,0.094489545,290,23.622386344386324,0.002385618
250.0,0.016092,98475,176.53679251670837,0.0024722586,-0.0042787557,7275000,72750,0.9186070561408997,4.1765165,0.094205365,291,23.551341792687598,0.0018809134
249.33,0.033112,99037,177.13342118263245,0.0039279363,-0.0042966125,7300000,73000,0.9277845025062561,4.172422,0.094191976,292,23.5379362884548,0.00859979
250.0,0.024880001,101598,177.7350697517395,0.0030198526,-0.0043147346,7325000,73250,0.8934154286980629,4.168922,0.09389796,293,23.474492202161564,0.003142748
250.0,0.023308,100439,178.3230128288269,0.0030475054,-0.004276815,7350000,73500,0.8990756273269653,4.1649823,0.094276376,294,23.569093095386634,0.0020501346
250.0,0.022712002,101135,178.9179027080536,0.0030882498,-0.0042510293,7375000,73750,0.9081113785505295,4.155349,0.09386846,295,23.467114463291363,0.0030592312
250.0,0.023128,95789,179.50738906860352,0.0031832773,-0.0044304086,7400000,74000,0.9093837216496468,4.144455,0.09346537,296,23.366344966010946,0.007959268
250.0,0.025328001,101129,180.11460089683533,0.0031337813,-0.0040707565,7425000,74250,0.8924401849508286,4.1389036,0.093537875,297,23.384468376359656,0.0050494024
248.83,0.033284,103949,180.70629835128784,0.003817516,-0.0035454147,7450000,74500,0.8955380916595459,4.1332974,0.094195604,298,23.507452260293576,0.013395181
250.0,0.054068,103223,181.2839229106903,0.00487481,-0.003712406,7475000,74750,0.9317300319671631,4.127268,0.09436509,299,23.591272818005237,0.0021045073
250.0,0.037476,105610,181.87275171279907,0.0041900473,-0.005386374,7500000,75000,0.9080304130911827,4.119678,0.094045654,300,23.511412887492916,0.0031061138
250.0,0.032392003,101082,182.45165634155273,0.0037377172,-0.004168851,7525000,75250,0.9245165586471558,4.1113276,0.09444866,301,23.61216636363417,0.0014256913
249.58,0.042272,104413,183.03965950012207,0.0045301476,-0.004292111,7550000,75500,0.8948161378502846,4.1017504,0.09431988,302,23.571415803874842,0.007703217
250.0,0.030456001,104824,183.62241411209106,0.0033830747,-0.0041234205,7575000,75750,0.9588663354516029,4.0937457,0.09358459,303,23.396146859281288,0.0075986944
250.0,0.057395995,103801,184.2006754875183,0.005229679,-0.00469545,7600000,76000,0.9118292778730392,4.0891542,0.09375048,304,23.437619353707706,0.003378392
250.0,0.040872,101221,184.7847764492035,0.004201936,-0.0039957636,7625000,76250,0.8940792307257652,4.084005,0.094246805,305,23.56170265997114,0.0023422397
250.0,0.034616,107578,185.3748381137848,0.0037991009,-0.003391531,7650000,76500,0.892696313560009,4.077899,0.09400796,306,23.501989471697016,0.0036863633
250.0,0.057559997,102668,185.95315074920654,0.0052305334,-0.004417318,7675000,76750,0.9131241738796234,4.0719233,0.0938335,307,23.45837321383762,0.0031698968
250.0,0.046711996,104535,186.53263401985168,0.004467788,-0.0038137708,7700000,77000,0.9220403879880905,4.063391,0.09414399,308,23.535998406526634,0.0016436497
250.0,0.039059997,104976,187.10923600196838,0.004054296,-0.004245133,7725000,77250,0.9321484267711639,4.0548058,0.09430233,309,23.57558113229461,0.0018050544
250.0,0.020172,103875,187.68232345581055,0.0028907973,-0.0035465036,7750000,77500,0.9161719307303429,4.046933,0.09453208,310,23.63302022345597,0.0012807644
250.0,0.024015998,103202,188.2676522731781,0.0029348086,-0.0046782047,7775000,77750,0.9256244152784348,4.0402474,0.09422092,311,23.55522963003401,0.0023732819
250.0,0.015064001,107455,188.85571193695068,0.002457537,-0.0039739395,7800000,78000,0.9164220914244652,4.0321913,0.09381083,312,23.452705289042786,0.0029807293
249.41,0.035176,106674,189.43123364448547,0.0039802818,-0.0043351986,7825000,78250,0.8675323277711868,4.023095,0.094511405,313,23.606413078580808,0.008094117
250.0,0.015560001,103332,190.00482892990112,0.002408868,-0.0034649342,7850000,78500,0.9108749181032181,4.017599,0.0945258,314,23.631450061080976,0.0019784062
248.35,0.037464,105452,190.58169746398926,0.004192046,-0.0053620664,7875000,78750,0.8834653794765472,4.0111246,0.09336816,315,23.32520572367619,0.020576974
250.0,0.019672,105365,191.1523654460907,0.0026485901,-0.004459108,7900000,79000,0.8827085867524147,4.0091696,0.09452595,316,23.631485454492505,0.0032882118
250.0,0.027895998,106943,191.74116015434265,0.0034047745,-0.004244634,7925000,79250,0.9360637962818146,4.0059495,0.094576985,317,23.64424460694194,0.0032613878
249.4,0.031151999,107658,192.3192000389099,0.0036030866,-0.004272626,7950000,79500,0.9128377586603165,4.0035467,0.093508214,318,23.363764106672317,0.012584317
250.0,0.037752002,102059,192.8899371623993,0.0038905411,-0.0030813564,7975000,79750,0.9207185283303261,4.0012465,0.095028974,319,23.757244494863553,0.0011478665
250.0,0.019000001,98944,193.47455024719238,0.0024178035,-0.0043551093,8000000,80000,0.9045662134885788,3.9966683,0.094857536,320,23.7143842257536,0.0017161192
249.56,0.031612,100587,194.0753161907196,0.003672829,-0.004029875,8025000,80250,0.8841956183314323,3.9937065,0.09467891,321,23.650697829969285,0.007437186
250.0,0.045984,88418,194.66602897644043,0.0043822555,-0.003822264,8050000,80500,0.909760132431984,3.993021,0.09471462,322,23.678657011808827,0.0016259877
250.0,0.025543999,103035,195.28980445861816,0.0031461779,-0.0037128967,8075000,80750,0.9240487217903137,3.9882503,0.09451263,323,23.628155987696957,0.0021339727
250.0,0.037219997,100929,195.86819434165955,0.003973676,-0.0044040764,8100000,81000,0.8984202668070793,3.9841552,0.09438875,324,23.59718750062799,0.0017745353
250.0,0.019112,99429,196.4585280418396,0.0026022778,-0.00362499,8125000,81250,0.9281532093882561,3.9776325,0.09432229,325,23.580571096129717,0.0014338611
250.0,0.022308,101726,197.05629777908325,0.002965113,-0.0033190995,8150000,81500,0.9072760343551636,3.9684658,0.09472629,326,23.681573520491366,0.0016291558
250.0,0.022308001,102075,197.64239764213562,0.0029230318,-0.004223452,8175000,81750,0.9205857440829277,3.957379,0.09417929,327,23.544820814324776,0.0015599587
249.37,0.02174,100998,198.24323868751526,0.0031346362,-0.0039351643,8200000,82000,0.8768260702490807,3.9475226,0.09448667,328,23.589845122327606,0.0071892007
250.0,0.039944,102815,198.82671642303467,0.004095557,-0.0037149538,8225000,82250,0.88919348269701,3.9400437,0.09468542,329,23.671354629237904,0.002742713
250.0,0.028996,102220,199.41656732559204,0.0036952016,-0.0043433225,8250000,82500,0.8932470753788948,3.9361138,0.09458343,330,23.645856288037248,0.0038073063
250.0,0.038044,96308,199.99847555160522,0.0040882574,-0.004107011,8275000,82750,0.9273572713136673,3.9319777,0.09452971,331,23.63242849156284,0.0017107341
249.52,0.045364,101538,200.60179090499878,0.0046397364,-0.004203515,8300000,83000,0.9080631732940674,3.927657,0.09413404,332,23.510104474809488,0.0066230856
250.0,0.017455999,105071,201.18786811828613,0.0023518566,-0.0039210347,8325000,83250,0.9037675783038139,3.9232926,0.09410945,333,23.52736095866916,0.0036207556
250.0,0.024179999,101165,201.76367855072021,0.0031956783,-0.004372156,8350000,83500,0.918461948633194,3.9197395,0.09472895,334,23.682237239584136,0.0012204037
249.14,0.030475998,98403,202.35084319114685,0.003724608,-0.003428617,8375000,83750,0.9033593460917473,3.9153404,0.09448719,335,23.593666023316327,0.012002083
250.0,0.036484003,97241,202.94967555999756,0.0037867196,-0.004267419,8400000,84000,0.9119560047984123,3.908877,0.09466127,336,23.66531699167332,0.0014672617
249.56,0.055631995,100679,203.55780291557312,0.0049599856,-0.004274381,8425000,84250,0.8851613402366638,3.8992836,0.09422411,337,23.552635468548687,0.01222878
250.0,0.020079998,97817,204.14335298538208,0.002917331,-0.0044753635,8450000,84500,0.9059854075312614,3.892221,0.09454004,338,23.63501008430845,0.0019369309
250.0,0.028012002,102437,204.73589301109314,0.003441353,-0.0037106886,8475000,84750,0.9140608534216881,3.8841882,0.094610915,339,23.652728778281016,0.0015858973
249.54,0.028296,97740,205.3243908882141,0.003587336,-0.0040230304,8500000,85000,0.9122916087508202,3.8780003,0.09428686,340,23.55679142093548,0.0071663917
250.0,0.034571998,97546,205.92053198814392,0.003849205,-0.0039703017,8525000,85250,0.916817769408226,3.8730931,0.09459306,341,23.648265948916087,0.0018847405
250.0,0.03526,95560,206.51473712921143,0.0040148525,-0.0041195466,8550000,85500,0.9045950323343277,3.8644695,0.094860755,342,23.715190520010655,0.0012882182
250.0,0.018828,95460,207.12291407585144,0.002573947,-0.0038244177,8575000,85750,0.9130781218409538,3.853503,0.09389625,343,23.47406207239139,0.0035417932
250.0,0.027936,97715,207.725905418396,0.0033095018,-0.004326393,8600000,86000,0.9146450385451317,3.8457756,0.09420817,344,23.552043676676693,0.0019004311
250.0,0.03118,95983,208.31957244873047,0.0035306658,-0.004470126,8625000,86250,0.9285888522863388,3.8408782,0.09431505,345,23.57876397592365,0.0013688307
250.0,0.031036,97867,208.916921377182,0.00367175,-0.004208035,8650000,86500,0.9195602685213089,3.8346188,0.094581194,346,23.645296962170395,0.0013305345
250.0,0.019512,101413,209.5179512500763,0.002590182,-0.003893486,8675000,86750,0.9301250576972961,3.828544,0.094542414,347,23.635602016381455,0.001437655
250.0,0.047512002,102228,210.10359621047974,0.0042903945,-0.0036176,8700000,87000,0.9268381372094154,3.823106,0.09498846,348,23.747115972461177,0.0014446528
250.0,0.035400003,101598,210.68753147125244,0.0036607806,-0.0042372923,8725000,87250,0.922351710498333,3.8146942,0.09439499,349,23.598746744135134,0.0029322426
