explained_variance,ep_len_mean,nupdates,fps,ep_reward_mean,policy_entropy,total_timesteps,value_loss
-0.19296669960021973,52.21,1,65484,1.6466861436414502,5.675776481628418,35000,1.0937983989715576
0.1820693016052246,53.65,100,90933,1.7858654413410295,5.696273326873779,3500000,0.684779942035675
0.34482091665267944,52.97,200,91683,2.0609006089403694,5.7407073974609375,7000000,0.6513024568557739
