time_elapsed,ep_reward_mean,ep_len_mean,true_reward,explained_variance,clipfrac,serial_timesteps,value_loss,policy_entropy,approxkl,n_updates,total_timesteps,policy_loss,fps
41.52136039733887,8.664014451021098,160.02,0.047969732,0.5943908989429474,0.003776,16750,0.84413135,5.64495,0.0009138292,67,1675000,-0.0010399625,102446
42.11523103713989,7.11443978025738,155.98,0.038949884,0.5691355764865875,0.0095959995,17000,1.1133237,5.6443944,0.0014361168,68,1700000,-0.0012668115,103950
42.6999306678772,8.249592375228836,165.88,0.04325032,0.5136608481407166,0.008204,17250,1.0270194,5.645105,0.0012951586,69,1725000,-0.00090428535,102919
43.27503752708435,9.36302309999941,162.76,0.04938345,0.6470966935157776,0.0142439995,17500,0.747831,5.645279,0.001879574,70,1750000,-0.0012329895,100428
43.8638961315155,10.060678684195828,180.77,0.050886918,0.66200190782547,0.014912,17750,0.65368515,5.6456256,0.0018061713,71,1775000,-0.0016151192,103503
44.448086738586426,8.752863114361208,174.41,0.045412943,0.6265000402927399,0.015008,18000,0.7511208,5.647231,0.0019462553,72,1800000,-0.0012711738,107717
45.01868152618408,9.937114701864134,175.4,0.052552372,0.7825718820095062,0.011279999,18250,0.45815453,5.6513457,0.0017196523,73,1825000,-0.000997286,101347
45.62027096748352,9.806228951773987,169.73,0.052335404,0.7320446074008942,0.010004,18500,0.5625623,5.654248,0.0015269166,74,1850000,-0.001287097,102325
46.219353437423706,10.215138187103621,191.84,0.050690535,0.693995863199234,0.017011998,18750,0.5900652,5.655222,0.0021755074,75,1875000,-0.0015306914,107452
46.79749250411987,12.76776238124617,205.96,0.060692906,0.7878532409667969,0.033744,19000,0.33210886,5.656892,0.0033053681,76,1900000,-0.0024357743,104475
47.37583875656128,12.660619121581945,214.95,0.057730503,0.7879659682512283,0.027508,19250,0.35200924,5.658288,0.0028643787,77,1925000,-0.003233976,106602
47.958215951919556,12.635872025558028,216.09,0.05749359,0.7726912200450897,0.040847998,19500,0.36788803,5.6574087,0.0037852377,78,1950000,-0.0018664518,104479
48.54974412918091,13.27526143463052,205.71,0.06116953,0.8300357758998871,0.054596,19750,0.28967947,5.655426,0.0048016105,79,1975000,-0.0026399663,99575
49.1532301902771,13.40184351546066,209.21,0.061622076,0.8088358640670776,0.059031993,20000,0.27896214,5.6525726,0.005049185,80,2000000,-0.0019569981,104959
49.73629069328308,14.230525633946527,210.34,0.06450582,0.8292230814695358,0.049379997,20250,0.25774026,5.6515074,0.0045125573,81,2025000,-0.0037763454,107738
50.31808805465698,14.450349367411214,228.97,0.06181871,0.7864857614040375,0.03632,20500,0.25571018,5.649208,0.0037422539,82,2050000,-0.0022468357,106226
