value_loss,fps,ep_reward_mean,explained_variance,ep_len_mean,policy_entropy,total_timesteps,nupdates
0.010962478816509247,81145,9016.108265097859,-1.6424458026885986,93016.74,4.746636390686035,140000000,5600
0.015668019652366638,81188,9532.273599116807,-0.5630766153335571,98304.89,4.737112522125244,142500000,5700
0.009102700278162956,81217,11223.029946524697,-0.7569339275360107,115739.02,4.729556083679199,145000000,5800
0.02618233673274517,81235,12093.975611562244,0.931157648563385,124636.31,4.722723960876465,147500000,5900
0.008879158645868301,81265,12713.487878089803,-0.393815279006958,131004.9,4.716322422027588,150000000,6000
0.007374007720500231,81261,12168.288017127848,-0.11113214492797852,125338.18,4.708967685699463,152500000,6100
0.0076042236760258675,81280,11591.023057304425,-0.2984994649887085,119356.7,4.703121662139893,155000000,6200
0.0071917627938091755,81268,13036.642063338259,0.017718076705932617,134186.54,4.697818756103516,157500000,6300
0.11301174014806747,81292,10687.84813254457,0.7405058145523071,109888.63,4.689876079559326,160000000,6400
0.015369643457233906,81310,11362.830250412051,-0.20602083206176758,116789.61,4.683773517608643,162500000,6500
0.010405244305729866,81318,12403.3570221483,-0.10459327697753906,127444.31,4.676334381103516,165000000,6600
0.014575955457985401,81334,12720.799226365732,-1.6872105598449707,130677.37,4.669678211212158,167500000,6700
0.007624762132763863,81367,12224.357450007454,0.04339718818664551,125543.05,4.664302349090576,170000000,6800
0.007510191760957241,81410,11355.7467198445,0.12612223625183105,116571.05,4.6569695472717285,172500000,6900
0.00793522596359253,81436,12817.270744467736,0.019086062908172607,131542.13,4.651119232177734,175000000,7000
0.009802540764212608,81436,13177.668264917624,-0.059301137924194336,135197.47,4.644060134887695,177500000,7100
0.020182142034173012,81470,12580.61071556678,-0.34943699836730957,129030.78,4.63770866394043,180000000,7200
0.007365769241005182,81458,14927.455966200214,0.025622904300689697,153075.35,4.632319927215576,182500000,7300
0.004602533299475908,81495,14543.882731216256,-0.005121111869812012,149119.03,4.627689838409424,185000000,7400
0.012386152520775795,81518,14330.949477170836,0.024935245513916016,146905.49,4.620588302612305,187500000,7500
0.0077765583992004395,81524,14519.007412058012,-0.06466615200042725,148815.74,4.614013671875,190000000,7600
0.005979298148304224,81517,16413.131582944887,-0.028952956199645996,168222.61,4.607177734375,192500000,7700
0.14303666353225708,81492,16856.07862875423,0.5865955948829651,172771.43,4.601562023162842,195000000,7800
0.014171467162668705,81508,16639.71897888119,-0.3624340295791626,170529.83,4.5974812507629395,197500000,7900
0.13915978372097015,81516,17469.093725841787,0.549324095249176,178985.66,4.5924763679504395,200000000,8000
0.008932499215006828,81561,15700.068584659704,-0.18807780742645264,160809.61,4.586424827575684,202500000,8100
0.014418918639421463,81586,15376.352517705416,-0.4553563594818115,157454.51,4.580811023712158,205000000,8200
0.01226163562387228,81598,17035.178155373418,-0.8737740516662598,174402.94,4.57488489151001,207500000,8300
0.00891451071947813,81623,16959.11437478171,-0.06804382801055908,173583.47,4.5691094398498535,210000000,8400
0.006171679124236107,81651,17178.020331727963,-0.08267354965209961,175794.23,4.564155578613281,212500000,8500
0.15982939302921295,81672,13631.575041569742,0.5682041347026825,139369.09,4.5593791007995605,215000000,8600
0.013946140184998512,81691,16358.738412914583,-2.3005194664001465,167275.84,4.553523063659668,217500000,8700
0.013211114332079887,81718,16220.728756916718,-2.1627161502838135,165845.82,4.54857063293457,220000000,8800
0.004882269073277712,81750,16012.328153701807,0.06359559297561646,163700.41,4.543643951416016,222500000,8900
0.006021332927048206,81781,16335.725981696685,-0.5055414438247681,166988.04,4.537774562835693,225000000,9000
0.0028778756968677044,81792,16437.571484033546,-0.6766830682754517,168015.61,4.531424522399902,227500000,9100
0.006160797085613012,81791,14182.451924762778,-0.867094874382019,144944.22,4.526119232177734,230000000,9200
0.006245081312954426,81780,15185.056089520482,-0.09585905075073242,155161.37,4.520249843597412,232500000,9300
0.004456140100955963,81773,15290.31099570732,0.06805950403213501,156209.4,4.513725757598877,235000000,9400
0.0035477369092404842,81778,15547.277277700137,-0.13413870334625244,158804.77,4.507880210876465,237500000,9500
0.005313660949468613,81795,13206.782541264309,-0.1654278039932251,134824.96,4.502023696899414,240000000,9600
0.024214401841163635,81795,14185.221950340858,0.9182543754577637,144788.14,4.49561882019043,242500000,9700
0.009093204513192177,81829,15616.428480498525,0.9385229162871838,159391.86,4.491194248199463,245000000,9800
0.005727284587919712,81841,16202.906573006918,-0.0995255708694458,165365.18,4.487127780914307,247500000,9900
0.00594151858240366,81833,17198.12396603376,-0.05378842353820801,175525.3,4.482661724090576,250000000,10000
0.00832628458738327,81846,17926.514486640208,-0.5487695932388306,182925.86,4.4793195724487305,252500000,10100
0.012911099009215832,81874,18570.659748941795,-1.0227057933807373,189482.71,4.473388671875,255000000,10200
0.014372012577950954,81880,19941.44535528454,-0.12149691581726074,203445.8,4.468071460723877,257500000,10300
0.010122178122401237,81889,20981.680431125405,-0.30575060844421387,214030.79,4.461239337921143,260000000,10400
0.04416874051094055,81892,20965.46621361648,-0.14980828762054443,213859.57,4.456601142883301,262500000,10500
0.005532782059162855,81907,20803.05050479286,-0.045349717140197754,212172.56,4.452823638916016,265000000,10600
0.005722380243241787,81916,20465.213972916856,0.04231077432632446,208706.63,4.446356773376465,267500000,10700
0.005294937640428543,81914,20757.023283409217,-0.12028515338897705,211670.17,4.441718578338623,270000000,10800
0.5498125553131104,81887,23054.291561276434,0.6067782938480377,235064.47,4.436212062835693,272500000,10900
0.0036435152869671583,81865,23684.908261938497,-0.2492530345916748,241504.73,4.431135177612305,275000000,11000
0.005222464445978403,81886,23422.027197721014,-0.24441027641296387,238797.08,4.4260969161987305,277500000,11100
0.0037238458171486855,81901,23149.160511538026,-0.06544828414916992,235979.28,4.421145915985107,280000000,11200
0.004534502048045397,81903,22165.06164534565,-0.14150476455688477,225911.11,4.416073322296143,282500000,11300
0.0037436813581734896,81909,22116.01005743728,-0.24503397941589355,225355.29,4.411638259887695,285000000,11400
0.004440706223249435,81923,22877.06344925739,-0.19978046417236328,233089.84,4.406553268432617,287500000,11500
0.006132269278168678,81914,23988.123284991132,-0.058193206787109375,244399.91,4.402099609375,290000000,11600
0.003749341471120715,81927,22582.839685839223,-0.24236726760864258,230062.48,4.397529125213623,292500000,11700
0.0070714885368943214,81946,22700.151776978808,0.11541342735290527,231247.91,4.393328666687012,295000000,11800
0.11479895561933517,81959,21866.71492956993,0.8563666343688965,222741.6,4.389665603637695,297500000,11900
0.004083236213773489,81972,22443.361753553254,-0.17795062065124512,228607.12,4.385516166687012,300000000,12000
0.006072495132684708,81970,25495.4135091815,-0.16775953769683838,259683.34,4.38202428817749,302500000,12100
0.006782250944525003,81965,23814.336115559545,-1.5972228050231934,242512.49,4.377929210662842,305000000,12200
0.004532421939074993,81972,25162.231266406216,-0.08471012115478516,256214.09,4.37407922744751,307500000,12300
0.004332211334258318,81965,23874.037793102954,-0.10774028301239014,243039.66,4.369932174682617,310000000,12400
0.0033754773903638124,81956,24618.46505336645,-0.08446931838989258,250603.18,4.364934921264648,312500000,12500
0.008696925826370716,81933,27930.936862705756,-1.1723096370697021,284341.5,4.360112190246582,315000000,12600
0.014302970841526985,81909,29765.874969933884,-1.5549485683441162,303064.03,4.354751110076904,317500000,12700
0.0056362757459282875,81911,30625.280726635265,-0.003280043601989746,311783.36,4.349867343902588,320000000,12800
0.19984467327594757,81916,31746.27485877131,0.8126589953899384,323151.49,4.343768119812012,322500000,12900
0.0039393119513988495,81935,30772.031045573953,0.06723785400390625,313194.87,4.33958101272583,325000000,13000
0.002874400233849883,81931,33324.310178517626,-0.09184813499450684,339181.44,4.3350348472595215,327500000,13100
0.0034897075966000557,81956,33601.28917593622,-0.10776853561401367,341994.22,4.3300089836120605,330000000,13200
0.004321273881942034,81956,35215.37127435979,-0.10613667964935303,358437.36,4.326170444488525,332500000,13300
0.004257122054696083,81959,33344.78108017726,-0.08968329429626465,339343.95,4.322250843048096,335000000,13400
0.07245681434869766,81943,32693.410222933675,0.9172991886734962,332707.68,4.316954612731934,337500000,13500
0.005689688492566347,81944,32817.61293446771,-0.16488587856292725,333945.23,4.311753273010254,340000000,13600
0.16863122582435608,81950,31090.007137317378,0.5511732995510101,316297.0,4.308048725128174,342500000,13700
0.004202907904982567,81949,31980.725315752352,-0.28326213359832764,325361.19,4.302917957305908,345000000,13800
0.007284258957952261,81956,30276.361039231662,0.0024428963661193848,307978.11,4.299487113952637,347500000,13900
0.005963621195405722,81956,28873.90650450154,-0.04858839511871338,293646.32,4.29469633102417,350000000,14000
0.0069207195192575455,81958,27674.537083090403,-0.574069619178772,281443.29,4.289480686187744,352500000,14100
0.004927230998873711,81948,27219.2747418139,-0.0924532413482666,276787.48,4.284596920013428,355000000,14200
0.0051347254775464535,81947,23819.628994367733,-0.1999291181564331,242141.79,4.280757427215576,357500000,14300
0.004084661137312651,81957,25035.605312177344,-0.18565332889556885,254499.41,4.276183605194092,360000000,14400
0.004417149815708399,81964,24386.007470903318,-0.16224384307861328,247871.86,4.271427154541016,362500000,14500
0.0022597808856517076,81973,23833.779430443643,-0.17874443531036377,242246.35,4.264874458312988,365000000,14600
0.0018666714895516634,81978,25322.334174844636,-0.07920551300048828,257355.55,4.259464263916016,367500000,14700
0.003535854397341609,81979,25041.25153337451,-0.20034587383270264,254489.67,4.25462007522583,370000000,14800
0.002319179242476821,81982,25649.88412509852,-0.3247644901275635,260648.15,4.250245571136475,372500000,14900
0.0028797907289117575,81990,25949.556985357496,-0.24261045455932617,263682.29,4.24676513671875,375000000,15000
0.004868590738624334,81982,29122.89267761741,-0.15753424167633057,295954.37,4.24275016784668,377500000,15100
0.009888175874948502,81998,29539.395045966146,0.19122284650802612,300180.3,4.237362384796143,380000000,15200
0.0034150287974625826,81997,28837.436063664154,-0.18574965000152588,293021.44,4.233456134796143,382500000,15300
0.0016212417976930737,81987,25122.415308510786,-0.20370495319366455,255217.75,4.2286882400512695,385000000,15400
0.007123786024749279,81991,25988.399042888905,-0.5599186420440674,264001.7,4.22393798828125,387500000,15500
0.004470373038202524,81981,25554.97953421846,-0.04070723056793213,259606.09,4.219557285308838,390000000,15600
0.0043980153277516365,81966,27979.04005513794,-0.08796870708465576,284232.45,4.215256690979004,392500000,15700
0.007987940683960915,81969,27863.28680872169,-0.08509659767150879,283019.91,4.209960460662842,395000000,15800
0.005111332982778549,81987,28580.08946419126,-0.14404046535491943,290288.07,4.203674793243408,397500000,15900
0.0015451489016413689,81997,28808.120230049957,0.025807201862335205,292595.96,4.199466705322266,400000000,16000
0.0036077213007956743,81998,28563.054950394988,-0.1007157564163208,290085.14,4.196041107177734,402500000,16100
0.0036870858166366816,81991,30331.98528563727,-0.1785498857498169,308077.87,4.192874908447266,405000000,16200
0.0018726828275248408,82003,30199.135615210038,-0.050775885581970215,306711.05,4.185771942138672,407500000,16300
0.0025398123543709517,82005,32673.47030069744,-0.07252979278564453,331818.97,4.182053565979004,410000000,16400
0.002722792327404022,82013,33635.84155275387,-0.054902076721191406,341572.92,4.176590442657471,412500000,16500
0.0027444842271506786,82023,34202.53612567189,-0.01969122886657715,347309.8,4.172910213470459,415000000,16600
0.003212828654795885,82028,35051.03523957273,-0.15801692008972168,355910.6,4.168154239654541,417500000,16700
0.003288927720859647,82033,33679.05116475317,-0.02031421661376953,341926.78,4.165528774261475,420000000,16800
0.004172343760728836,82026,35395.19680313426,-0.2614842653274536,359344.18,4.161845684051514,422500000,16900
0.0029685571789741516,82025,34474.17167186858,-0.11318826675415039,349974.79,4.157790660858154,425000000,17000
0.0034627306740731,82022,35751.68102706847,-0.23747479915618896,362933.55,4.153871059417725,427500000,17100
0.005202534608542919,82009,33692.00285755391,-0.18571066856384277,341937.96,4.149898529052734,430000000,17200
0.005440026056021452,82003,34889.96512157658,-0.06856739521026611,354086.77,4.1467132568359375,432500000,17300
0.005544926971197128,81998,36065.719400809685,-0.057834506034851074,366004.5,4.143067359924316,435000000,17400
0.00587884895503521,81992,39532.26722322224,-0.20727050304412842,401184.61,4.138595104217529,437500000,17500
0.008635194040834904,81977,42843.07227313116,-1.0502948760986328,434789.34,4.135494232177734,440000000,17600
0.005427204072475433,81978,43350.43669494492,-0.0019086599349975586,439913.76,4.132007122039795,442500000,17700
0.02080286666750908,81977,42559.92067505816,0.4499064087867737,431843.67,4.128476142883301,445000000,17800
0.006637969519942999,81988,41199.40990855974,-0.01843583583831787,417990.97,4.124101161956787,447500000,17900
0.007770551834255457,81967,43913.02878571055,0.05101180076599121,445484.97,4.118911266326904,450000000,18000
0.007250114809721708,81985,43486.63016361983,0.0016646981239318848,441143.03,4.114819526672363,452500000,18100
0.012233487330377102,81995,41447.962789403195,-2.6871862411499023,420398.03,4.111088752746582,455000000,18200
0.002019350416958332,82018,41341.03030265285,-0.1253756284713745,419310.11,4.10693359375,457500000,18300
0.003223501378670335,82038,38722.683207039845,-0.12034273147583008,392733.11,4.103682041168213,460000000,18400
0.012617051601409912,82046,35935.561732492104,-1.5182595252990723,364451.38,4.099780559539795,462500000,18500
0.0063798134215176105,82041,36942.182764392375,0.008668005466461182,374688.18,4.094741344451904,465000000,18600
0.004849751014262438,82024,39220.229036040786,0.012615859508514404,397755.79,4.090165138244629,467500000,18700
