clipfrac,explained_variance,policy_entropy,serial_timesteps,n_updates,true_reward,approxkl,total_timesteps,time_elapsed,fps,value_loss,ep_reward_mean,ep_len_mean,policy_loss
0.055403996,0.8264782875776291,5.7158933,27500,110,0.07416162,0.004840532,2750000,97.20928597450256,101606,0.07890935,18.35951574652041,245.44,-0.0031289817
0.03864,0.8811366856098175,5.710618,27750,111,0.07442111,0.003792442,2775000,98.03837609291077,104947,0.09778024,18.370463550039567,242.57,-0.0036535938
0.0435,0.8326576203107834,5.703395,28000,112,0.07720212,0.004087056,2800000,98.8680956363678,104456,0.071237296,19.189317575242896,246.39,-0.0027848224
0.039784,0.8825028985738754,5.6967373,28250,113,0.07587736,0.0035527213,2825000,99.71014285087585,90100,0.085612446,18.597206999669723,240.78,-0.0034262657
0.045848,0.8516559153795242,5.6890993,28500,114,0.079211265,0.003995853,2850000,100.56038856506348,93911,0.072822854,19.60942350830708,245.38,-0.0032785635
0.055592,0.8766959458589554,5.683565,28750,115,0.08004108,0.004666278,2875000,101.37629294395447,82172,0.06323447,19.90565483178383,247.39,-0.0034626317
0.029312,0.8750365301966667,5.6793714,29000,116,0.0822351,0.0032485668,2900000,102.21538043022156,77536,0.07659726,20.269555743716772,242.95,-0.0033672918
0.035951998,0.8320747017860413,5.67462,29250,117,0.084108435,0.0035508196,2925000,103.18492364883423,90885,0.05145607,20.973522633973335,248.69,-0.0028996482
0.023799999,0.85065858066082,5.670504,29500,118,0.08232926,0.0029698056,2950000,104.03518772125244,88623,0.05732604,20.51307797455578,247.85,-0.0025533712
0.028919999,0.8836068585515022,5.6669283,29750,119,0.08390584,0.0032505773,2975000,104.86453580856323,87043,0.04347498,20.938442233289823,248.99,-0.0029177149
0.040664002,0.8299773335456848,5.6628833,30000,120,0.08550976,0.003978971,3000000,105.69465899467468,92562,0.03906826,21.332262273147936,248.76,-0.0026613232
0.028236002,0.8727997392416,5.6550546,30250,121,0.08559589,0.0032185812,3025000,106.5326099395752,76744,0.03563501,21.325533269265726,248.06,-0.0028040125
0.015796,0.8974347487092018,5.643053,30500,122,0.08476915,0.0020618334,3050000,107.40164041519165,84210,0.05744461,20.97428609958035,243.88,-0.0038862363
0.030900002,0.8711979687213898,5.631374,30750,123,0.08451245,0.0031932383,3075000,108.231449842453,90434,0.04396721,21.118736778812526,249.26,-0.003749404
0.02224,0.8753151968121529,5.622097,31000,124,0.086235456,0.0027353305,3100000,109.05993628501892,87746,0.041934002,21.471527971673275,247.53,-0.0031692795
0.036360003,0.8941615745425224,5.613451,31250,125,0.086784884,0.003781107,3125000,109.90510201454163,91094,0.026586756,21.67499505668442,249.48,-0.0029190078
0.015052,0.8666704893112183,5.60444,31500,126,0.08733252,0.0023666488,3150000,110.733225107193,80202,0.028239926,21.817664461940584,248.96,-0.003354711
0.025852,0.859885647892952,5.5947065,31750,127,0.08719897,0.0028592986,3175000,111.61580038070679,91944,0.025946325,21.785308134594235,249.29,-0.0033102606
0.022868,0.9052568227052689,5.5806103,32000,128,0.08745041,0.0026206449,3200000,112.47052001953125,83482,0.023753077,21.838138818217267,249.14,-0.0035989601
0.025924,0.8822695165872574,5.563975,32250,129,0.08759791,0.0030801808,3225000,113.28761792182922,96319,0.036646068,21.91270916878537,247.85,-0.0042477194
0.029636001,0.9119898825883865,5.5497937,32500,130,0.087428056,0.0033287574,3250000,114.11483812332153,84931,0.02258242,21.85701544370095,250.0,-0.0037032082
0.024624001,0.8603195995092392,5.5376368,32750,131,0.08860258,0.0032544367,3275000,114.93233346939087,106364,0.023591805,22.12299410654465,248.87,-0.0036529372
0.025108,0.8212350457906723,5.530193,33000,132,0.08444107,0.0030118602,3300000,115.74189591407776,101291,0.20279805,21.61035169227893,246.66,-0.0038282562
0.033916,0.8641418516635895,5.526188,33250,133,0.08824053,0.0036419183,3325000,116.57619309425354,92649,0.017389081,22.060130338529124,250.0,-0.0036777395
0.020528,0.8741427361965179,5.5166225,33500,134,0.08768215,0.0028201402,3350000,117.40264296531677,84926,0.02558161,21.905791178022717,249.35,-0.0035480452
0.017272,0.8423639088869095,5.5066147,33750,135,0.088380545,0.0026160043,3375000,118.21777129173279,82435,0.01235293,22.09513715435547,250.0,-0.0031590662
0.019811999,0.858664482831955,5.4943495,34000,136,0.08896668,0.002577342,3400000,119.0476450920105,82215,0.016876535,22.226926143130985,249.51,-0.0033380627
0.030451998,0.9128838181495667,5.482037,34250,137,0.08788579,0.0032919354,3425000,119.8939094543457,93115,0.028895918,21.939493567746176,248.96,-0.003811673
0.039091997,0.8874860927462578,5.4729815,34500,138,0.089650065,0.0040771523,3450000,120.72241067886353,102572,0.018445775,22.391177789104404,249.4,-0.0041360436
0.026008,0.8852238804101944,5.4605536,34750,139,0.08957542,0.003175743,3475000,121.55129623413086,117071,0.019879982,22.336575907594526,248.66,-0.0036974177
0.017016,0.8935790881514549,5.452714,35000,140,0.08976151,0.0022491224,3500000,122.34949779510498,111559,0.021357799,22.40724843460368,248.74,-0.0034109335
0.02468,0.8815777376294136,5.448106,35250,141,0.09006115,0.0031357943,3525000,123.19794201850891,91107,0.015309898,22.4925757088128,249.44,-0.0035361904
0.0148519995,0.8534960001707077,5.4383726,35500,142,0.090003565,0.0024004707,3550000,124.01653838157654,89206,0.010372507,22.500890455611515,250.0,-0.003033101
0.029447999,0.8615833967924118,5.423339,35750,143,0.08933966,0.0033382133,3575000,124.85104274749756,80625,0.011201849,22.334917084975167,250.0,-0.0036511626
0.01712,0.8351839482784271,5.4118257,36000,144,0.08972621,0.0024875435,3600000,125.68428492546082,82301,0.01000793,22.431554101454314,250.0,-0.002273953
0.03484,0.8628111779689789,5.4033775,36250,145,0.08953124,0.0037424199,3625000,126.506032705307,80066,0.012686534,22.382810593524482,250.0,-0.0034848987
0.049919996,0.882691852748394,5.392846,36500,146,0.090129465,0.0046685627,3650000,127.35015749931335,83875,0.013372609,22.50371059758472,249.42,-0.0034479275
0.032856,0.8877035081386566,5.3796287,36750,147,0.08875539,0.003624824,3675000,128.1662404537201,89158,0.02167363,22.161438994916843,249.35,-0.0039337417
0.02784,0.8520860970020294,5.3671536,37000,148,0.09020125,0.0032693208,3700000,129.0075216293335,95780,0.010448749,22.550312551439564,250.0,-0.0029808674
0.032308,0.8366029858589172,5.3558407,37250,149,0.0906908,0.0034081675,3725000,129.82417678833008,81380,0.009388706,22.672701164537575,250.0,-0.0032853237
0.028196001,0.879490815103054,5.343009,37500,150,0.089821905,0.003344629,3750000,130.64683985710144,84723,0.029002104,22.392041688058526,248.08,-0.0038866443
0.033744,0.8459029942750931,5.3346767,37750,151,0.09087377,0.0036307978,3775000,131.47611927986145,91936,0.0073478194,22.718442549625397,250.0,-0.003378876
0.026284,0.8606559485197067,5.326501,38000,152,0.0905797,0.0031578522,3800000,132.3027856349945,101117,0.014524734,22.617547592399642,249.4,-0.0035170137
0.029199999,0.8925342187285423,5.323208,38250,153,0.0906891,0.0034334273,3825000,133.2569935321808,102475,0.017154349,22.641105346493422,249.0,-0.0034404066
0.024767999,0.9000817909836769,5.3203993,38500,154,0.08954693,0.0030107782,3850000,134.10118174552917,100491,0.021359194,22.369831553648982,249.25,-0.0035280366
0.015500002,0.8986876606941223,5.315217,38750,155,0.09043134,0.0024165167,3875000,134.92648649215698,99737,0.013270475,22.60783525938168,250.0,-0.0030182947
